2017/01/05 09:00	2945	2017/01/05 10:00	2920
2017/01/05 11:00	2955	2017/01/05 14:05	2977
2017/01/09 21:00	3049	2017/01/10 10:00	3054
2017/01/10 11:10	3137	2017/01/11 09:00	3178
2017/01/13 09:20	3207	2017/01/13 22:40	3196
2017/01/18 21:00	3282	2017/01/19 11:10	3257
2017/01/19 21:25	3251	2017/01/19 22:15	3273
2017/01/20 09:00	3254	2017/01/20 10:00	3284
2017/01/20 13:30	3266	2017/01/23 09:30	3178
2017/01/23 11:05	3175	2017/01/23 13:30	3192
2017/01/23 14:25	3178	2017/01/23 21:00	3189
2017/01/25 09:00	3285	2017/01/25 14:10	3294
2017/02/06 21:20	3072	2017/02/06 22:40	3100
2017/02/08 10:00	3244	2017/02/08 11:00	3211
2017/02/09 22:00	3260	2017/02/10 09:10	3247
2017/02/17 21:00	3484	2017/02/17 22:30	3473
2017/02/20 21:00	3558	2017/02/21 11:05	3602
2017/02/23 14:00	3472	2017/02/23 21:00	3496
2017/02/23 22:00	3478	2017/02/24 13:30	3422
2017/03/02 22:45	3480	2017/03/03 10:00	3486
2017/03/09 14:15	3378	2017/03/09 21:20	3403
2017/03/15 22:25	3655	2017/03/16 09:50	3634
2017/03/16 10:00	3600	2017/03/16 14:05	3602
2017/03/23 10:45	3155	2017/03/23 13:30	3167
2017/03/23 14:50	3152	2017/03/23 21:45	3165
2017/04/05 09:00	3173	2017/04/05 11:00	3245
2017/04/05 14:00	3278	2017/04/05 14:25	3237
2017/04/06 21:00	3145	2017/04/07 21:00	3039
2017/04/12 21:00	2888	2017/04/12 22:15	2914
2017/04/14 14:55	2939	2017/04/17 09:00	2924
2017/04/26 22:25	2987	2017/04/27 09:55	2969
2017/04/27 10:00	2961	2017/04/27 13:30	2986
2017/05/02 09:00	3134	2017/05/02 10:35	3134
2017/05/08 14:00	3021	2017/05/09 09:55	2988
2017/05/09 11:05	3008	2017/05/10 09:00	3046
2017/05/10 21:00	3084	2017/05/10 22:15	3054
2017/05/11 22:55	2996	2017/05/12 14:15	2999
2017/05/18 22:00	3142	2017/05/22 11:15	3333
2017/05/22 13:35	3346	2017/05/22 21:00	3333
2017/05/24 10:05	3291	2017/05/24 14:30	3242
2017/05/31 10:00	3183	2017/05/31 22:55	3106
2017/06/01 10:05	3093	2017/06/01 13:50	3091
2017/06/01 21:05	3085	2017/06/02 11:20	3061
2017/06/06 22:00	2992	2017/06/07 09:00	2955
